167,4015,1,1,The Walking Dead Arcade,Arcade,#REF!,Arcade,Standard Cabinet,,
167,4120,1,1,Big Buck Hunter Reloaded,Arcade,#REF!,Arcade,Standard Cabinet,,
167,4412,1,26,Judge Dredd (Midway),Arcade,#REF!,Pinball,Standard,,
167,4014,1,1,StepManiaX,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3580,1,26,Jubeat,Arcade,#REF!,Arcade,Standard,Out of order,
167,3613,1,1,Guitar Hero Arcade,Arcade,#REF!,Arcade,Standard Cabinet,,
167,5479,10,26,Air Hockey,Sports,#REF!,Sports,Standard,,
167,5497,3,1,Apple II,Console,#REF!,Console,Standard Cabinet,,
167,5498,3,1,Atari 2600 (VCS),Console,#REF!,Console,Standard Cabinet,,
167,5505,3,1,Commodore VIC-20,Console,#REF!,Console,Standard Cabinet,,
167,5511,3,1,Commodore 64,Console,#REF!,Console,Standard Cabinet,,
167,5515,3,1,NES (Famicom),Console,#REF!,Console,Standard Cabinet,,
167,5526,3,1,Sega Genesis (Mega Drive),Console,#REF!,Console,Standard Cabinet,,
167,5530,3,1,Super Nintendo (SNES),Console,#REF!,Console,Standard Cabinet,,
167,5559,3,1,PlayStation 5,Console,#REF!,Console,Standard Cabinet,,
167,5560,3,1,Xbox Series X/S,Console,#REF!,Console,Standard Cabinet,,
167,5566,1,20,Chicken Egg Drop,Arcade,#REF!,Merchandiser (Claw Crane),Standard Size,,
167,5567,1,20,Claw game,Arcade,#REF!,Merchandiser (Claw Crane),Standard Size,,
167,5567,1,20,Claw game,Arcade,#REF!,Merchandiser (Claw Crane),Standard Size,,
167,5567,1,20,Claw game,Arcade,#REF!,Merchandiser (Claw Crane),Standard Size,,
167,5568,1,21,Mini Claw Game,Arcade,#REF!,Merchandiser (Claw Crane),Mini,,
167,5568,1,21,Mini Claw Game,Arcade,#REF!,Merchandiser (Claw Crane),Mini,,
167,5568,1,21,Mini Claw Game,Arcade,#REF!,Merchandiser (Claw Crane),Mini,,
